"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat May 09 00:18:07 CDT 2026","Sat May 09 00:18:20 CDT 2026","12768","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] SPECIAL_CHARACTERS (v102)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v102_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S276_v102_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:49:39 CDT 2026","Sat May 09 01:49:53 CDT 2026","14044","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] TYPE_MISMATCH (v62)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v62_fault_Root1_TYPE_MISMATCH","test_negative_flow_S3_v62_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:50:33 CDT 2026","Fri May 08 23:50:43 CDT 2026","9228","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] TYPE_MISMATCH (v35)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v35_fault_Root1_TYPE_MISMATCH","test_negative_flow_S475_v35_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:36:45 CDT 2026","Fri May 08 23:36:50 CDT 2026","5046","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v133)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v133_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v133_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:45:15 CDT 2026","Fri May 08 23:45:20 CDT 2026","5053","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v253)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v253_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v253_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 02:12:32 CDT 2026","Sat May 09 02:12:45 CDT 2026","13173","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] TYPE_MISMATCH (v153)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v153_fault_Root1_TYPE_MISMATCH","test_negative_flow_S3_v153_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:59:13 CDT 2026","Fri May 08 23:59:18 CDT 2026","5102","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] SPECIAL_CHARACTERS (v139)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v139_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S276_v139_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:25:20 CDT 2026","Fri May 08 23:25:29 CDT 2026","9212","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SEMANTIC_MISMATCH (v95)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v95_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S475_v95_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:41:59 CDT 2026","Sat May 09 01:42:12 CDT 2026","13096","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] SEMANTIC_MISMATCH (v67)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v67_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S3_v67_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:26:16 CDT 2026","Sat May 09 02:26:31 CDT 2026","15114","ts-admin-basic-info-service","Flow_Scenario_178 | PUT /api/v1/adminbasicservice/adminbasic/trains","[Valid] v72","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_178","test_positive_flow_S178_v72","test_positive_flow_S178_v72","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:44:43 CDT 2026","Fri May 08 23:44:52 CDT 2026","9219","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v108)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v108_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v108_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:35:57 CDT 2026","Sat May 09 02:36:10 CDT 2026","12807","ts-admin-basic-info-service","Flow_Scenario_178 | PUT /api/v1/adminbasicservice/adminbasic/trains","[Valid] v100","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_178","test_positive_flow_S178_v100","test_positive_flow_S178_v100","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:48:53 CDT 2026","Fri May 08 23:48:58 CDT 2026","5056","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] OVERFLOW (v25)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v25_fault_Root1_OVERFLOW","test_negative_flow_S475_v25_fault_Root1_OVERFLOW","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:21:06 CDT 2026","Sat May 09 00:21:15 CDT 2026","8668","ts-admin-basic-info-service","Flow_Scenario_1040 | POST /api/v1/adminbasicservice/adminbasic/stations","[Valid] v21","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_1040","test_positive_flow_S1040_v21","test_positive_flow_S1040_v21","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:25:58 CDT 2026","Fri May 08 23:26:07 CDT 2026","9224","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v107)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v107_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v107_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:41:21 CDT 2026","Fri May 08 23:41:30 CDT 2026","9233","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SEMANTIC_MISMATCH (v47)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v47_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S475_v47_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:56:38 CDT 2026","Sat May 09 01:56:52 CDT 2026","14071","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] SEMANTIC_MISMATCH (v154)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v154_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S3_v154_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:41:44 CDT 2026","Fri May 08 23:41:49 CDT 2026","5047","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] TYPE_MISMATCH (v44)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v44_fault_Root1_TYPE_MISMATCH","test_negative_flow_S475_v44_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:42:44 CDT 2026","Sat May 09 00:42:50 CDT 2026","5086","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Fault: POST__api_v1_travel2service_trips_left] SEMANTIC_MISMATCH (v108)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_negative_flow_S749_v108_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S749_v108_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:30:51 CDT 2026","Sat May 09 00:30:56 CDT 2026","5092","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Valid] v8","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_positive_flow_S749_v8","test_positive_flow_S749_v8","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:30:40 CDT 2026","Sat May 09 01:30:53 CDT 2026","13212","ts-admin-basic-info-service","Flow_Scenario_994 | PUT /api/v1/adminbasicservice/adminbasic/stations","[Valid] v58","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_994","test_positive_flow_S994_v58","test_positive_flow_S994_v58","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:18:03 CDT 2026","Sat May 09 01:18:16 CDT 2026","13084","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Valid] v99","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_positive_flow_S894_v99","test_positive_flow_S894_v99","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:37:08 CDT 2026","Fri May 08 23:37:13 CDT 2026","5042","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SEMANTIC_MISMATCH (v228)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v228_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S475_v228_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:46:06 CDT 2026","Sat May 09 00:46:11 CDT 2026","5088","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Fault: POST__api_v1_travel2service_trips_left] SPECIAL_CHARACTERS (v98)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_negative_flow_S749_v98_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S749_v98_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:03:45 CDT 2026","Sat May 09 01:03:57 CDT 2026","12047","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Valid] v8","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_positive_flow_S894_v8","test_positive_flow_S894_v8","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:52:41 CDT 2026","Sat May 09 01:52:54 CDT 2026","12400","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] TYPE_MISMATCH (v36)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v36_fault_Root1_TYPE_MISMATCH","test_negative_flow_S3_v36_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:36:25 CDT 2026","Fri May 08 23:36:30 CDT 2026","5048","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v84)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v84_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v84_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:42:26 CDT 2026","Sat May 09 01:42:40 CDT 2026","13519","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] TYPE_MISMATCH (v150)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v150_fault_Root1_TYPE_MISMATCH","test_negative_flow_S3_v150_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:00:08 CDT 2026","Sat May 09 01:00:21 CDT 2026","12872","ts-execute-service","Flow_Scenario_420 | GET /api/v1/executeservice/execute/execute/{orderId}","[Fault: GET__api_v1_executeservice_execute_execute__orderId_] SPECIAL_CHARACTERS (v68)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_420","test_negative_flow_S420_v68_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S420_v68_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:16:07 CDT 2026","Sat May 09 01:16:20 CDT 2026","13373","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Valid] v90","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_positive_flow_S894_v90","test_positive_flow_S894_v90","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:22:56 CDT 2026","Fri May 08 23:23:05 CDT 2026","9216","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SEMANTIC_MISMATCH (v258)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v258_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S475_v258_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:11:29 CDT 2026","Sat May 09 00:11:34 CDT 2026","5064","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] TYPE_MISMATCH (v23)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v23_fault_Root1_TYPE_MISMATCH","test_negative_flow_S276_v23_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:34:57 CDT 2026","Sat May 09 02:35:07 CDT 2026","10109","ts-admin-basic-info-service","Flow_Scenario_178 | PUT /api/v1/adminbasicservice/adminbasic/trains","[Explore 401]","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_178","test_positive_flow_S178_v2_explore_401","test_positive_flow_S178_v2_explore_401","Microservice test scenario with 1 steps."
"passed","Sat May 09 02:11:51 CDT 2026","Sat May 09 02:12:05 CDT 2026","13860","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] OVERFLOW (v24)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v24_fault_Root1_OVERFLOW","test_negative_flow_S3_v24_fault_Root1_OVERFLOW","Microservice test scenario with 1 steps."
"passed","Sat May 09 02:10:46 CDT 2026","Sat May 09 02:10:58 CDT 2026","12647","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] SEMANTIC_MISMATCH (v122)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v122_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S3_v122_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:41:15 CDT 2026","Fri May 08 23:41:21 CDT 2026","5059","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] TYPE_MISMATCH (v85)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v85_fault_Root1_TYPE_MISMATCH","test_negative_flow_S475_v85_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:58:36 CDT 2026","Sat May 09 00:58:51 CDT 2026","14365","ts-execute-service","Flow_Scenario_420 | GET /api/v1/executeservice/execute/execute/{orderId}","[Fault: GET__api_v1_executeservice_execute_execute__orderId_] NULL_INPUT (v45)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_420","test_negative_flow_S420_v45_fault_Root1_NULL_INPUT","test_negative_flow_S420_v45_fault_Root1_NULL_INPUT","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:40:13 CDT 2026","Fri May 08 23:40:18 CDT 2026","5046","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v188)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v188_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v188_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:46:03 CDT 2026","Fri May 08 23:46:08 CDT 2026","5050","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] TYPE_MISMATCH (v65)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v65_fault_Root1_TYPE_MISMATCH","test_negative_flow_S475_v65_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:51:09 CDT 2026","Sat May 09 01:51:22 CDT 2026","12992","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] SPECIAL_CHARACTERS (v137)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v137_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S3_v137_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
